phishing,url,url_len,host_len,path_len,query_len,is_https,count_dots,count_hyphen,count_at,count_qm,count_eq,count_slash,count_double_slash,count_digits,has_ip,has_shortener,has_keyword,subdomain_len,domain,suffix,domain_entropy_x,domain_age,days_to_expire,registration_length,num_subdomains,path_depth,has_www,has_double_https,has_port,has_fragment,url_ratio_digits,url_ratio_specials,contains_encoded_chars,has_repeat_chars,domain_entropy_y,domain_char_diversity,domain_has_digit,domain_starts_with_digit,tld_length,entropy_per_len
1,https://sp520480.sitebeat.crazydomains.com/,43,34,1,0,1,3,0,0,0,0,3,0,6,0,0,0,17,crazydomains,com,4.256149238118268,8725,2597,11323,2,1,0,0,0,0,0.1395348837209302,0.1395348837209302,0,0,3.4182958340544896,0.9166666666666666,0,0,3,0.2629458333888069
1,https://viet16.chowpricings.shop/viet16.php?disp=concealedF_viet1610_27-10_02-00_540000&amp;idc=1&amp;email=abuse@att.net&amp;mode=resetPassword&amp;oobCode=CLHlWKZz_Eq2QV8OOuj_Aro45HJ4H7MerNtH0MvfdC0AAAGaI2gc-A&amp;apiKey=AIzaSyDTTuKer0wku83FRap4DHcYBq_POjA0wR0&amp;lang=en,274,24,11,230,1,2,3,1,1,7,3,0,38,0,0,1,6,chowpricings,shop,3.8868421881310113,12,353,365,1,1,0,0,0,0,0.1386861313868613,0.0948905109489051,0,1,3.2516291673878226,0.8333333333333334,0,0,4,0.250125320568294
1,https://locker-redistribution-support.com/,42,33,1,0,1,1,2,0,0,0,3,0,0,0,0,0,0,locker-redistribution-support,com,3.907734270742486,4,360,365,0,1,0,0,0,0,0.0,0.1428571428571428,0,0,3.745406425938248,0.5172413793103449,0,0,3,0.1248468808646082
1,https://37.35.109.208.host.secureserver.net/usuario/PDF_385751,62,35,19,0,1,6,0,0,0,0,4,0,16,0,0,1,18,secureserver,net,3.911306145999518,10077,2923,13000,5,2,0,0,0,0,0.2580645161290322,0.1774193548387097,0,0,2.3553885422075336,0.5,0,0,3,0.1811837340159641
1,https://interacty.me/projects/4a9f6b180be4b5da,46,12,26,0,1,1,0,0,0,0,4,0,8,0,0,0,0,interacty,me,3.2516291673878226,2144,412,2557,0,2,0,0,0,0,0.1739130434782608,0.108695652173913,0,0,2.94770277922009,0.8888888888888888,0,0,2,0.294770277922009
1,https://allegro-lokalnie.pl-oferta527121.icu/oferta/nowy-czarny-thermomix-tm6-gwarancja-65bb4b88,96,36,52,0,1,2,7,0,0,0,4,0,12,0,0,0,16,pl-oferta527121,icu,4.117861029749889,3,361,365,1,2,0,0,0,0,0.125,0.1354166666666666,0,0,3.640223928941852,0.8666666666666667,1,0,3,0.2275139955588657
1,https://clud-eplus.jp/ticket/verify/Qmd9B3C6,44,13,23,0,1,1,1,0,0,0,5,0,3,0,0,1,0,clud-eplus,jp,3.238901256602631,13,364,378,0,3,0,0,0,0,0.0681818181818181,0.1590909090909091,0,0,2.9219280948873623,0.8,0,0,2,0.265629826807942
1,https://prezo.ai/public/new-prezo--0adb545b-a52c-4940-a4ce-ab9614aea6e8,71,8,55,0,1,1,7,0,0,0,4,0,17,0,0,0,0,prezo,ai,3.0,1068,392,1461,0,2,0,0,0,0,0.2394366197183098,0.1690140845070422,0,0,2.321928094887362,1.0,0,0,2,0.3869880158145604
1,https://louisbra.com/,21,12,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,louisbra,com,3.4182958340544896,6,358,365,0,1,0,0,0,0,0.0,0.1904761904761904,0,0,3.0,1.0,0,0,3,0.3333333333333333
1,https://packet-app-fr.com/as.php,32,17,7,0,1,1,2,0,0,0,3,0,0,0,0,0,0,packet-app-fr,com,3.4548223999466057,9,355,365,0,1,0,0,0,0,0.0,0.21875,0,0,3.0269868333592878,0.6923076923076923,0,0,3,0.2162133452399491
1,http://phantomw.net,19,12,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,phantomw,net,3.2516291673878226,163,201,365,0,0,0,0,0,0,0.0,0.1578947368421052,0,0,3.0,1.0,0,0,3,0.3333333333333333
1,https://www.mijn.overheid.nl.berichtenbox.kznrfgrsstf4htzxywqdiwyslgymnyegk9sjpvifhchxhjrsnawa.russiangenetix.com/berichtenbox.php?3kd0ETqog0OaVLUaHVG3UZghEgI7rd96HY3hR6LG5smO9zLiQEQWwOzaQNl3Smff728UYnxGvsypmqQrEOr2XN0ObBNn967lPNSJ82kuGZ1d7bZf6DbAd7GAEWqjlcIizjP3Vz21qXJiNH4ZODK9XBsRHwdfDr2crZlTK83iS4jAtyULEOV4bO57OpUaxzWx5y7KvUTi1rbFEloT1YXuJWrtleiDwn7zrf9ros59LPQ6gXLMRrLW4NCB4B2NPlK0n4003Tr0aYGgLrfQrneulrSgZV9wjWe7KUbIoclv7T4V,431,105,17,300,1,7,0,0,1,0,3,0,62,0,0,0,86,russiangenetix,com,4.603154204870175,103,261,365,6,1,1,0,0,0,0.1438515081206496,0.0278422273781902,0,0,3.235926350629033,0.7142857142857143,0,0,3,0.2157284233752688
1,http://cloud.gruasarias.com/domain/,35,20,8,0,0,2,0,0,0,0,4,0,0,0,0,0,5,gruasarias,com,3.484183719779189,1470,720,2191,1,2,0,0,0,0,0.0,0.1714285714285714,0,0,2.4464393446710155,0.6,0,0,3,0.2224035767882741
1,https://passage-trie.com/,25,16,1,0,1,1,1,0,0,0,3,0,0,0,0,0,0,passage-trie,com,3.625,9,355,365,0,1,0,0,0,0,0.0,0.2,0,0,3.084962500721156,0.75,0,0,3,0.2373048077477812
1,https://usc1.contabostorage.com/6b13d628e0454b80b24f473066003b8c:a6b4-b99f5960dcdf/index.html#redacted@abuse.ionos.com,118,23,62,0,1,2,1,1,0,0,4,0,33,0,0,0,4,contabostorage,com,3.621175542919471,1344,116,1461,1,2,0,0,0,1,0.2796610169491525,0.0932203389830508,0,0,3.1820058147602133,0.7142857142857143,0,0,3,0.2121337209840142
1,https://www.smbs.verify.co.jp.index.19dfg.help/ja/,50,38,4,0,1,7,0,0,0,0,4,0,2,0,0,1,27,19dfg,help,4.217368054003318,11,354,365,6,2,1,0,0,0,0.04,0.22,0,0,2.321928094887362,1.0,1,1,4,0.3869880158145604
1,https://wordpress-nows8s4osowgw80wg4oc8gw8.winperco.com/wp-content/uploads/crastims/index.html#a@b.com,102,47,39,0,1,2,2,1,0,0,6,0,7,0,0,0,34,winperco,com,3.784859662534368,1999,191,2191,1,4,0,0,0,1,0.0686274509803921,0.1274509803921568,0,0,3.0,1.0,0,0,3,0.3333333333333333
1,https://my-ttbnumbercardpoint-soumu-gejp.chiguaw3.cyou/Goole/2025-10-30/aaaa-sXtmHj,83,46,29,0,1,2,6,0,0,0,5,0,9,0,0,0,32,chiguaw3,cyou,4.319560260725401,175,189,365,1,3,0,0,0,0,0.108433734939759,0.1566265060240964,0,1,3.0,1.0,1,0,4,0.3333333333333333
1,https://www.starskysports-win.com/,34,25,1,0,1,2,1,0,0,0,3,0,0,0,0,0,3,starskysports-win,com,3.683856189774725,349,15,365,1,1,1,0,0,0,0.0,0.1764705882352941,0,0,3.381580488309163,0.7058823529411765,0,0,3,0.1878655826838423
1,https://www.mijn.overheid.nl.berichtenbox.kwbrecflxjhmhvwt1j2uqbshzgavghv5vybpjnajizzrxxqdv1nh.ebyhosting.com/berichtenbox.php?3kd0ETqog0OaVLUaHVG3UZghEgI7rd96HY3hR6LG5smO9zLiQEQWwOzaQNl3Smff728UYnxGvsypmqQrEOr2XN0ObBNn967lPNSJ82kuGZ1d7bZf6DbAd7GAEWqjlcIizjP3Vz21qXJiNH4ZODK9XBsRHwdfDr2crZlTK83iS4jAtyULEOV4bO57OpUaxzWx5y7KvUTi1rbFEloT1YXuJWrtleiDwn7zrf9ros59LPQ6gXLMRrLW4NCB4B2NPlK0n4003Tr0aYGgLrfQrneulrSgZV9wjWe7KUbIoclv7T4V,427,101,17,300,1,7,0,0,1,0,3,0,64,0,0,0,86,ebyhosting,com,4.655301152000916,4365,17,4383,6,1,1,0,0,0,0.1498829039812646,0.0281030444964871,0,0,3.321928094887362,1.0,0,0,3,0.3019934631715784
1,https://share-eu1.hsforms.com/2JmGJiAflT8KMt6rSlUW-8w2ewdgz,59,21,30,0,1,2,2,0,0,0,3,0,6,0,0,0,9,hsforms,com,3.594465636961452,4425,322,4748,1,1,0,0,0,0,0.1016949152542373,0.1186440677966101,0,0,2.521640636343318,0.8571428571428571,0,0,3,0.3152050795429147
1,https://iaxie.com%E2%88%95PwuFLhLk%E2%88%95RnGuf%E2%88%95lJRzboLkT@sn79.cn/,75,7,1,0,1,1,0,1,0,0,3,0,17,0,0,0,0,sn79,cn,2.521640636343318,354,10,365,0,1,0,0,0,0,0.2266666666666666,0.2,1,0,2.0,1.0,1,0,2,0.4
1,https://sui-slush-dev.webflow.io,32,24,0,0,1,2,2,0,0,0,2,0,0,0,0,0,13,webflow,io,3.720175521464345,4559,919,5479,1,0,0,0,0,0,0.0,0.1875,0,0,2.521640636343318,0.8571428571428571,0,0,2,0.3152050795429147
1,https://cvxvtnaqrs.com%E2%88%95cuzaiq%E2%88%95quyhckqsxo%E2%88%95ydzniefygr%E2%88%95stxvwb%E2%88%95xlqfwsqb@pydzxs.cn/,118,9,1,0,1,1,0,1,0,0,3,0,25,0,0,0,0,pydzxs,cn,3.169925001442312,351,13,365,0,1,0,0,0,0,0.211864406779661,0.1779661016949152,1,0,2.584962500721156,1.0,0,0,2,0.3692803572458794
1,https://bestremodelling.net/8990Hellamsipkejsjee932832/index.html,65,19,38,0,1,1,0,0,0,0,4,0,10,0,0,0,0,bestremodelling,net,3.5110854081804272,1807,18,1826,0,2,0,0,0,0,0.1538461538461538,0.0923076923076923,0,0,3.456564762130954,0.8,0,0,3,0.2160352976331846
1,https://mytstores.com/,22,13,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,mytstores,com,3.0850551027564768,1032,63,1096,0,1,0,0,0,0,0.0,0.1818181818181818,0,0,2.725480556997868,0.7777777777777778,0,0,3,0.2725480556997868
1,https://eplqs.com%E2%88%95wYCYkIjK%E2%88%95ZSswVVNvnv%E2%88%95vuFBGkZ@sn79.cn/,78,7,1,0,1,1,0,1,0,0,3,0,17,0,0,0,0,sn79,cn,2.521640636343318,354,10,365,0,1,0,0,0,0,0.2179487179487179,0.1923076923076923,1,0,2.0,1.0,1,0,2,0.4
1,https://www.loymh.jp%E2%88%95ercgdpvn@wknhsa6m.cn/,50,11,1,0,1,1,0,1,0,0,3,0,6,0,0,0,0,wknhsa6m,cn,3.277613436819116,282,82,365,0,1,0,0,0,0,0.12,0.2,1,0,3.0,1.0,1,0,2,0.3333333333333333
1,https://btvuncnwt.com%E2%88%95fZSHOYsQ%E2%88%95zKAMCwuxf%E2%88%95BpfzgJKg@zgjiade.cn/3gIdVye/coupons/UOq4W/billing/qLQs_R6d/login/14Qjm/profile/hB-MvTRHSr/muOEsd6H/history/3cWOC/subscription/Lh-o96Wvhu?user_agent=LpEZmJ2t6g&amp;category=u9sQT&amp;id=rF4tNa&amp;product=sY-dkWAE&amp;session=6mZnxbwyT7,300,10,117,98,1,1,3,1,1,5,16,0,30,0,0,1,0,zgjiade,cn,3.321928094887362,354,10,365,0,14,0,0,0,0,0.1,0.13,1,0,2.807354922057604,1.0,0,0,2,0.3509193652572004
1,https://texasmusicdiscovery.com/mellopop/wp-content/plugins/updraftplus/vendor/rackspace/php-opencloud/lib/OpenCloud/CDN/ValidateData/viewer-ms-do/email-plugin-read/aW9ub3Nlcw**/attach-viewer-main/ZXZlbnRvc0BoYWNpZW5kYW5heGFtZW5hLWliaXphLmNvbQ**,245,23,214,0,1,1,8,0,0,0,18,0,6,0,0,0,0,texasmusicdiscovery,com,3.762267390651494,1297,163,1461,0,16,0,0,0,0,0.0244897959183673,0.110204081632653,0,0,3.6818808028034025,0.7368421052631579,0,0,3,0.1840940401401701
1,https://ipfs.io/ipfs/QmSWUo9MYquVHGh5WsNJgtHejpTKQVGVNcFwA9JzYhgNQ8,67,7,52,0,1,1,0,0,0,0,4,0,4,0,0,0,0,ipfs,io,2.521640636343318,4185,197,4383,0,2,0,0,0,0,0.0597014925373134,0.0746268656716417,0,0,2.0,1.0,0,0,2,0.4
1,https://coursiers-exped-pickup.com/as.php,41,26,7,0,1,1,2,0,0,0,3,0,0,0,0,0,0,coursiers-exped-pickup,com,3.6902603909683847,9,355,365,0,1,0,0,0,0,0.0,0.1707317073170731,0,0,3.481714572986073,0.5454545454545454,0,0,3,0.1513788944776553
1,https://aktualisieren.s-tan.icu/,32,23,1,0,1,2,1,0,0,0,3,0,0,0,0,0,13,s-tan,icu,3.588354347173233,4,360,365,1,1,0,0,0,0,0.0,0.1875,0,0,2.321928094887362,1.0,0,0,3,0.3869880158145604
1,https://ukbgetwe.com%E2%88%95rpazhryw%E2%88%95vapnnczful%E2%88%95ieuax@92tx.cn/,79,7,1,0,1,1,0,1,0,0,3,0,17,0,0,0,0,92tx,cn,2.807354922057604,354,10,365,0,1,0,0,0,0,0.2151898734177215,0.189873417721519,1,0,2.0,1.0,1,1,2,0.4
1,https://mabanque-ca-info-servicea.surge.sh/,43,34,1,0,1,2,3,0,0,0,3,0,0,0,0,0,25,surge,sh,3.984234164652488,4115,267,4383,1,1,0,0,0,0,0.0,0.1860465116279069,0,0,2.321928094887362,1.0,0,0,2,0.3869880158145604
1,https://smbcmehelp.com,22,14,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,smbcmehelp,com,3.1820058147602133,7,357,365,0,0,0,0,0,0,0.0,0.1363636363636363,0,0,2.9219280948873623,0.8,0,0,3,0.265629826807942
1,https://www.smbs.verify.co.jp.index.003edc.help/ja,50,39,3,0,1,7,0,0,0,0,3,0,3,0,0,1,27,003edc,help,4.146777296899,7,358,365,6,1,1,0,0,0,0.06,0.2,0,0,2.2516291673878226,0.8333333333333334,1,1,4,0.3216613096268318
1,https://vihdbdp.cn/pwwqskjy,27,10,9,0,1,1,0,0,0,0,3,0,0,0,0,0,0,vihdbdp,cn,3.1219280948873624,718,12,731,0,1,0,0,0,0,0.0,0.1481481481481481,0,0,2.521640636343318,0.8571428571428571,0,0,2,0.3152050795429147
1,https://us13.campaign-archive.com/?u=f7e1033decc557582a3c1627d&id=596846f9f6,76,25,1,41,1,2,1,0,1,2,3,0,26,0,0,0,4,campaign-archive,com,4.023465189601647,6875,2255,9131,1,1,0,0,0,0,0.3421052631578947,0.1184210526315789,0,0,3.452819531114783,0.75,0,0,3,0.203107031242046
1,https://allegrolokalnie.pl-oferta75962103.cfd/,46,37,1,0,1,2,1,0,0,0,3,0,8,0,0,0,15,pl-oferta75962103,cfd,4.347985717495782,3,361,365,1,1,0,0,0,0,0.1739130434782608,0.1304347826086956,0,0,4.087462841250339,1.0,1,0,3,0.2270812689583521
1,https://sisdter4.webcindario.com/?utm_medium=scoail&amp;utm_source=&amp;utm_campaign=Ingresar+Banca+Digital,107,24,1,73,1,2,0,0,1,3,3,0,1,0,0,0,8,webcindario,com,3.8035088547976783,9010,1581,10592,1,1,0,0,0,0,0.0093457943925233,0.1121495327102803,0,0,3.277613436819116,0.9090909090909092,0,0,3,0.2731344530682596
1,https://shorten.so/FsvxT,24,10,6,0,1,1,0,0,0,0,3,0,0,0,0,0,0,shorten,so,2.9219280948873623,1110,350,1461,0,1,0,0,0,0,0.0,0.1666666666666666,0,0,2.807354922057604,1.0,0,0,2,0.3509193652572004
1,https://securemyg0vportalonline.com/newsession/,47,27,12,0,1,1,0,0,0,0,4,0,1,0,0,1,0,securemyg0vportalonline,com,4.032303242743952,4,360,365,0,2,0,0,0,0,0.0212765957446808,0.1063829787234042,0,0,3.9690016298759927,0.7391304347826086,1,0,3,0.1653750679114997
1,https://dinersclub.blthc.com/ec/home.html,41,20,13,0,1,2,0,0,0,0,4,0,0,0,0,0,10,blthc,com,3.784183719779189,341,23,365,1,2,0,0,0,0,0.0,0.1707317073170731,0,0,2.321928094887362,1.0,0,0,3,0.3869880158145604
1,https://promera-prestraanfe.great-site.net/,43,34,1,0,1,2,2,0,0,0,3,0,0,0,0,0,19,great-site,net,3.5251270918749347,1904,651,2556,1,1,0,0,0,0,0.0,0.1627906976744186,0,0,2.9219280948873623,0.8,0,0,3,0.265629826807942
1,https://allegrolokalnie.pl-23480012.icu/konsola-nintendo-switch-2/98503,71,31,32,0,1,2,4,0,0,0,4,0,14,0,0,0,15,pl-23480012,icu,4.128078875727623,5,359,365,1,2,0,0,0,0,0.1971830985915492,0.1408450704225352,0,0,3.095795255000934,0.8181818181818182,1,0,3,0.2579829379167445
1,http://allegrolokalnie.pl-oferta97438501.cfd,44,37,0,0,0,2,1,0,0,0,2,0,8,0,0,0,15,pl-oferta97438501,cfd,4.347985717495782,3,361,365,1,0,0,0,0,0,0.1818181818181818,0.1136363636363636,0,0,4.087462841250339,1.0,1,0,3,0.2270812689583521
1,https://jxojf.com%E2%88%95zwtUtE%E2%88%95YKeFZqMHnJ%E2%88%95GTpsvlnJY@cveprws.cn/dyvgb.co.jp,92,10,12,0,1,1,0,1,0,0,3,0,15,0,0,0,0,cveprws,cn,3.1219280948873624,354,10,365,0,1,0,0,0,0,0.1630434782608695,0.1847826086956521,1,0,2.807354922057604,1.0,0,0,2,0.3509193652572004
1,https://mexor.cfd/co.jp.ETGate/,31,9,14,0,1,1,0,0,0,0,4,0,0,0,0,0,0,mexor,cfd,3.169925001442312,7,358,365,0,2,0,0,0,0,0.0,0.2258064516129032,0,0,2.321928094887362,1.0,0,0,3,0.3869880158145604
1,https://cerqle.ai/wp-content/plugins/elementor/vendor_prefixed/twig/twig/twig/src/Node/Expression/ValidateData/viewer-ms-do/email-plugin-read/aW9ub3Nlcw**/attach-viewer-main/ZXZlbnRvc0BoYWNpZW5kYW5heGFtZW5hLWliaXphLmNvbQ**,222,9,205,0,1,1,7,0,0,0,18,0,6,0,0,0,0,cerqle,ai,2.94770277922009,289,440,730,0,16,0,0,0,0,0.027027027027027,0.1216216216216216,0,0,2.2516291673878226,0.8333333333333334,0,0,2,0.3216613096268318
1,https://zqnsnxfoz.com%E2%88%95XDRWGKg%E2%88%95DVWmElSzXt%E2%88%95vNnIq@wpphw.cn/pzpwvijkx.co.jp,95,8,16,0,1,1,0,1,0,0,3,0,15,0,0,0,0,wpphw,cn,2.5,134,230,365,0,1,0,0,0,0,0.1578947368421052,0.1789473684210526,1,0,1.521928094887362,0.6,0,0,2,0.253654682481227
1,https://54hm.cn/d2/r2/daw=docomos,33,7,18,0,1,1,0,0,0,1,5,0,4,0,0,0,0,54hm,cn,2.807354922057604,354,10,365,0,3,0,0,0,0,0.1212121212121212,0.2121212121212121,0,0,2.0,1.0,1,1,2,0.4
1,https://srv.tsrmaxedagroup-uae.com/dfgdf,40,26,6,0,1,2,1,0,0,0,3,0,0,0,0,0,3,tsrmaxedagroup-uae,com,3.873140679513133,1640,185,1826,1,1,0,0,0,0,0.0,0.15,0,0,3.5724312513221195,0.7222222222222222,0,0,3,0.1880226974380063
1,https://allegrolokalnie.pl-639491663.icu/iphone-17-pro-256-gb-g%C5%82%C4%99binowy/10770,87,32,47,0,1,2,6,0,0,0,4,0,25,0,0,0,15,pl-639491663,icu,4.0511085007312415,7,357,365,1,2,0,0,0,0,0.2873563218390804,0.1839080459770115,1,0,2.8553885422075336,0.6666666666666666,1,0,3,0.2196452724775026
1,https://screwscape.com/no/bankid/BankID.htm,43,14,21,0,1,1,0,0,0,0,5,0,0,0,0,0,0,screwscape,com,3.1820058147602133,1032,63,1096,0,3,0,0,0,0,0.0,0.1627906976744186,0,0,2.721928094887362,0.7,0,0,3,0.2474480086261238
1,https://mshp.me/hYG0K,21,7,6,0,1,1,0,0,0,0,3,0,1,0,0,0,0,mshp,me,2.521640636343318,366,363,730,0,1,0,0,0,0,0.0476190476190476,0.1904761904761904,0,0,2.0,1.0,0,0,2,0.4
1,https://missionbharat.org/wp-includes/js/dist/vendor/mbh/,57,17,32,0,1,1,1,0,0,0,8,0,0,0,0,0,0,missionbharat,org,3.4992275471326924,3494,157,3652,0,6,0,0,0,0,0.0,0.175438596491228,0,0,3.238901256602631,0.7692307692307693,0,0,3,0.2313500897573308
1,https://ppt.cc/fyD00x?idtrack=z6aDhEzu,38,6,7,16,1,1,0,0,1,1,3,0,3,0,0,0,0,ppt,cc,1.9182958340544896,6422,1977,8400,0,1,0,0,0,0,0.0789473684210526,0.1578947368421052,0,0,0.9182958340544896,0.6666666666666666,0,0,2,0.2295739585136224
1,https://visaeyowmpl.com%E2%88%95hdsunl%E2%88%95gvlzeqzicc%E2%88%95mheqmoo%E2%88%95rbtzhocb%E2%88%95djkdvnuhww%E2%88%95ueqmtcdedq%E2%88%95efztumve%E2%88%95boaetrf@bjxcredit.cn/,175,12,1,0,1,1,0,1,0,0,3,0,40,0,0,0,0,bjxcredit,cn,3.4182958340544896,354,10,365,0,1,0,0,0,0,0.2285714285714285,0.1714285714285714,1,0,3.169925001442312,1.0,0,0,2,0.3169925001442312
1,https://emitsulucsonline.lovestoblog.com/,41,32,1,0,1,2,0,0,0,0,3,0,0,0,0,0,16,lovestoblog,com,3.652518266288633,1904,651,2556,1,1,0,0,0,0,0.0,0.1219512195121951,0,0,2.8453509366224368,0.7272727272727273,0,0,3,0.2371125780518697
1,https://www.hub-santefr.com/,28,19,1,0,1,2,1,0,0,0,3,0,0,0,0,0,3,hub-santefr,com,3.892407118592877,4,360,365,1,1,1,0,0,0,0.0,0.2142857142857142,0,0,3.4594316186372973,1.0,0,0,3,0.2882859682197747
