phishing,url,url_len,host_len,path_len,query_len,is_https,count_dots,count_hyphen,count_at,count_qm,count_eq,count_slash,count_double_slash,count_digits,has_ip,has_shortener,has_keyword,subdomain_len,domain,suffix,domain_entropy,domain_age,days_to_expire,registration_length
0,https://www.brainyquote.com/quotes/authors/b/bill_hicks.html,60,19,33,0,1,2,0,0,0,0,6,0,0,0,0,0,3,brainyquote,com,3.787143960698139,8907,223,9131
0,https://www.portal.progressiverocks.com/nahp/artic-fi/wiki_H,60,31,21,0,1,3,1,0,0,0,5,0,0,0,0,0,10,progressiverocks,com,3.784368487596862,6894,45,6940
0,https://www.guardian.co.uk/film/2009/feb/19/eyewitness-titanic-swimming-pool,76,18,50,0,1,3,3,0,0,0,7,0,6,0,0,0,3,guardian,co.uk,3.4193819456463714,10679,231,10911
0,https://www.ca.linkedin.com/in/artefieor,40,19,13,0,1,3,0,0,0,0,4,0,0,0,0,0,6,linkedin,com,3.431623565847431,8395,370,8766
0,https://code.google.com/p/openbiomind/,38,15,15,0,1,2,0,0,0,0,5,0,0,0,0,0,4,google,com,2.8402239289418523,10269,1052,11322
0,https://www.youtube.com/watch?v=U1Ry0mNkCjw,43,15,6,13,1,2,0,0,1,1,3,0,2,0,0,0,3,youtube,com,3.1898980954642875,7559,110,7670
0,https://www.locatetv.com/tv/classic-arts-showcase/2135084,57,16,33,0,1,2,2,0,0,0,5,0,7,0,0,0,3,locatetv,com,3.202819531114783,6908,396,7305
0,https://www.interment.net/data/canada/ontario/wentworth/bin/auld_kirk.htm,73,17,48,0,1,2,0,0,0,0,8,0,0,0,0,0,3,interment,net,2.8510187230942288,9810,416,10227
0,https://www.netbaza.net/watch-cowboys-aliens-2011/,50,15,27,0,1,2,3,0,0,0,4,0,4,0,0,0,3,netbaza,net,2.923231428797621,6551,23,6575
0,https://www.blog.peacemagazine.com/2008/02/26/nba-referee-bob-delaney-is-the-wire-meets-goodfellas-and-the-sopranos/,116,26,82,0,1,3,11,0,0,0,7,0,8,0,0,0,8,peacemagazine,com,3.6612262562697895,9094,36,9131
0,https://www.encyclo.co.uk/define/obsession,42,17,17,0,1,3,0,0,0,0,4,0,0,0,0,0,3,encyclo,co.uk,3.1307179879273743,6626,313,6940
0,https://www.arthistory.as.nyu.edu/object/JuliaRobinson.html,59,25,26,0,1,4,0,0,0,0,4,0,0,0,0,0,17,nyu,edu,3.653660689688186,14264,641,14906
0,https://www.facebook.com/janis.paige,36,16,12,0,1,2,0,0,0,0,3,0,0,0,0,0,3,facebook,com,3.1556390622295662,10439,3075,13514
0,https://www.facebook.com/pages/Vincennes-University-Athletics/152141294808287,77,16,53,0,1,2,2,0,0,0,5,0,15,0,0,0,3,facebook,com,3.1556390622295662,10439,3075,13514
0,https://www.waldo.villagesoup.com/people/announcement/obituaries/frank-l-reynolds/454967,88,25,55,0,1,3,2,0,0,0,7,0,6,0,0,0,9,villagesoup,com,3.6732696895151085,8696,69,8766
0,https://www.archive.org/stream/onunitedstatesco00libr/onunitedstatesco00libr_djvu.txt,85,15,62,0,1,2,0,0,0,0,5,0,4,0,0,0,3,archive,org,3.323231428797621,10910,1872,12783
0,https://www.uk.linkedin.com/in/christopherasullivan,51,19,24,0,1,3,0,0,0,0,4,0,0,0,0,0,6,linkedin,com,3.431623565847431,8395,370,8766
0,https://www.en.wikiquote.org/wiki/Fernando_J._Corbat%C3%B3,58,20,30,0,1,3,0,0,0,0,4,0,2,0,0,0,6,wikiquote,org,3.3841837197791893,8144,256,8401
0,https://www.wichitaliberty.org/wichita-government/wichita-city-manager-robert-layton-on-the-air/,96,22,66,0,1,2,8,0,0,0,5,0,0,0,0,0,3,wichitaliberty,org,3.6069367321753214,7669,365,8035
0,https://www.forums.startrekonline.com/,38,29,1,0,1,3,0,0,0,0,3,0,0,0,0,0,10,startrekonline,com,3.857306856898128,7923,112,8036
0,https://www.dictionary.sensagent.com/šmartno+pri+litiji/fr-fr/,62,28,26,0,1,3,1,0,0,0,5,0,0,0,0,0,14,sensagent,com,3.797902689682947,9042,3375,12418
0,https://www.foodpages.ca/QuiznosSub-boulevard,45,16,21,0,1,2,1,0,0,0,3,0,0,0,0,0,3,foodpages,ca,3.327819531114783,7759,1735,9495
0,https://www.answers.com/topic/dorothy-parker,44,15,21,0,1,2,1,0,0,0,4,0,0,0,0,0,3,answers,com,3.106890595608519,10752,774,11527
0,https://www.insiderpages.com/doctors/Vanoy-H-Smith-MD-Sedro-Woolley,67,20,39,0,1,2,5,0,0,0,4,0,0,0,0,0,3,insiderpages,com,3.684183719779189,8476,289,8766
0,https://www.roadsideamerica.com/tip/4451,40,23,9,0,1,2,0,0,0,0,4,0,4,0,0,0,3,roadsideamerica,com,3.4144413036949723,10740,215,10956
0,https://www.tvguide.com/tvshows/lewis-blacks-root-of-all-evil/292765,68,15,45,0,1,2,5,0,0,0,5,0,6,0,0,0,3,tvguide,com,3.456564762130954,11283,403,11687
0,https://www.starpulse.com/Movies/Mission_Impossible_3/,54,17,29,0,1,2,0,0,0,0,5,0,1,0,0,0,3,starpulse,com,3.572469458770135,9734,127,9862
0,https://www.oaksterdamuniversity.com/,37,28,1,0,1,2,0,0,0,0,3,0,0,0,0,0,3,oaksterdamuniversity,com,3.994680368408909,6612,327,6940
0,https://www.classmates.com/directory/public/memberprofile/list.htm?regId=8709170147,83,18,40,16,1,2,0,0,1,1,6,0,10,0,0,0,3,classmates,com,3.197159723424149,11303,18,11322
0,https://www.en.wikipedia.org/wiki/Felix_Gaeta,45,20,17,0,1,3,0,0,0,0,4,0,0,0,0,0,6,wikipedia,org,3.3464393446710154,9053,77,9131
0,https://www.freewebs.com/sarah-jeanne-online/sarahjeanne.htm,60,16,36,0,1,2,2,0,0,0,4,0,0,0,0,1,3,freewebs,com,3.077819531114783,9269,226,9496
0,https://www.myspace.com/metalchallenger,39,15,16,0,1,2,0,0,0,0,3,0,0,0,0,0,3,myspace,com,3.1898980954642875,10840,1214,12055
0,https://www.tvguide.com/celebrities/larry-riley/190385,54,15,31,0,1,2,1,0,0,0,5,0,6,0,0,0,3,tvguide,com,3.456564762130954,11283,403,11687
0,https://www.mediafire.com/?6sh1ze2ylst,38,17,1,11,1,2,0,0,1,0,3,0,3,0,0,0,3,mediafire,com,3.3371753411230767,8478,1748,10227
0,https://www.tribeathletics.com/,31,22,1,0,1,2,0,0,0,0,3,0,0,0,0,0,3,tribeathletics,com,3.6635327548042547,9547,314,9862
0,https://www.sing365.com/music/lyric.nsf/Matador-lyrics-Arctic-Monkeys/AFDB03D36779465A4825770B0020718D,102,15,79,0,1,2,3,0,0,0,6,0,27,0,0,0,3,sing365,com,3.456564762130954,9327,168,9496
0,https://www.newsgroups.derkeiler.com/Archive/Soc/soc.genealogy.medieval/2005-09/msg00311.html,93,28,57,0,1,3,1,0,0,0,7,0,11,0,0,0,14,derkeiler,com,3.753434386188785,8265,135,8400
0,https://www.edsanders.net/,26,17,1,0,1,2,0,0,0,0,3,0,0,0,0,0,3,edsanders,net,3.057476076289931,243,121,365
0,https://www.idioms.thefreedictionary.com/stick+two+fingers+up+at,64,32,24,0,1,3,0,0,0,0,3,0,0,0,0,1,10,thefreedictionary,com,3.8431390622295662,8179,3143,11323
0,https://www.sports.yahoo.com/nhl/players/4633,45,20,17,0,1,3,0,0,0,0,5,0,4,0,0,0,10,yahoo,com,3.3464393446710154,11240,83,11324
0,https://www.backlash.com/,25,16,1,0,1,2,0,0,0,0,3,0,0,0,0,0,3,backlash,com,3.327819531114783,10402,555,10958
0,https://www.rp5.ru,18,10,0,0,1,2,0,0,0,0,2,0,1,0,0,0,3,rp5,ru,2.4464393446710155,7908,126,8035
0,https://www.badlefthook.com/2011/4/8/2099957/friday-night-stunner-marco-antonio-rubio-knockout-david-lemieux-stoppage-espn-boxing,129,19,102,0,1,2,11,0,0,0,7,0,13,0,0,0,3,badlefthook,com,3.6421498816369042,7096,208,7305
0,https://www.oakland.ucg.org/,28,19,1,0,1,3,0,0,0,0,3,0,0,0,0,0,11,ucg,org,3.431623565847431,10957,364,11322
0,https://www.youtube.com/watch?v=2ZCtgFmQvjQ,43,15,6,13,1,2,0,0,1,1,3,0,1,0,0,0,3,youtube,com,3.1898980954642875,7559,110,7670
0,https://www.jobcentral.com/e-Kansas-City-Southern-Railway-jobs.asp,66,18,40,0,1,2,5,0,0,0,3,0,0,0,0,0,3,jobcentral,com,3.5724312513221195,8151,614,8766
0,https://www.reelclassics.com/Actresses/Wyman/wyman.htm,54,20,26,0,1,2,0,0,0,0,5,0,0,0,0,0,3,reelclassics,com,3.308694969562842,9926,1760,11687
0,https://www.historical.ha.com/c/item.zx?saleNo=6069&lotNo=30005,63,21,10,23,1,3,0,0,1,2,4,0,9,0,0,0,14,ha,com,3.463280517810811,11179,144,11323
0,https://www.yelp.ca/biz/corso-32-edmonton,41,11,22,0,1,2,2,0,0,0,4,0,2,0,0,0,3,yelp,ca,2.8453509366224368,7042,262,7304
0,https://www.callutheran.edu/,28,19,1,0,1,2,0,0,0,0,3,0,0,0,0,0,3,callutheran,edu,3.471354487013929,11989,276,12266
0,https://www.twitter.com/sidlee,30,15,7,0,1,2,0,0,0,0,3,0,0,0,0,0,3,twitter,com,2.923231428797621,9411,85,9497
0,https://www.en.wikipedia.org/wiki/James_Edward_McManus,54,20,26,0,1,3,0,0,0,0,4,0,0,0,0,0,6,wikipedia,org,3.3464393446710154,9053,77,9131
0,https://www.youtube.com/watch?v=fyglGX8fPmE,43,15,6,13,1,2,0,0,1,1,3,0,1,0,0,0,3,youtube,com,3.1898980954642875,7559,110,7670
0,https://www.kprs.co.uk/contact,30,14,8,0,1,3,0,0,0,0,3,0,0,0,0,0,3,kprs,co.uk,2.9852281360342516,7354,1046,8401
0,https://www.dk.linkedin.com/in/krogh,36,19,9,0,1,3,0,0,0,0,4,0,0,0,0,0,6,linkedin,com,3.326360407952694,8395,370,8766
0,https://www.paperrollproducts.com/industries/resellers-and-distributors,71,25,38,0,1,2,2,0,0,0,4,0,0,0,0,0,3,paperrollproducts,com,3.6430741894285696,7158,1242,8400
0,https://www.yourchords.com/46380/Jason-Mraz/Live-High-Chords/,61,18,35,0,1,2,3,0,0,0,6,0,5,0,0,0,3,yourchords,com,3.3082708345352603,6401,172,6574
0,https://www.humanresources.about.com/od/successionplanning/Succession_Planning.htm,82,28,46,0,1,3,0,0,0,0,5,0,0,0,0,0,18,about,com,3.699513850319966,9726,135,9861
0,https://www.altiusdirectory.com/Travel/air-canada-tango-airlines.php,68,23,37,0,1,2,3,0,0,0,4,0,0,0,0,0,3,altiusdirectory,com,3.795088586397732,6758,181,6940
0,https://www.heartwoodguitar.com/chords/bob-dylan-tangled-up-in-blue/,68,23,37,0,1,2,5,0,0,0,5,0,0,0,0,0,3,heartwoodguitar,com,3.6211755429194707,8211,189,8401
0,https://www.ticketluck.com/sports-tickets/Toronto-FC/index.php,62,18,36,0,1,2,2,0,0,0,5,0,0,0,0,0,3,ticketluck,com,3.3082708345352603,7396,273,7670
0,https://www.vitals.com/doctors/Dr_Barry_E_Gordon.html,53,14,31,0,1,2,0,0,0,0,4,0,0,0,0,0,3,vitals,com,3.3248629576173565,8129,271,8401
0,https://www.uni.edu/becker/hindi.html,37,11,18,0,1,2,0,0,0,0,4,0,0,0,0,0,3,uni,edu,2.6635327548042547,13237,1007,14245
0,https://www.ltn.com.tw,22,14,0,0,1,3,0,0,0,0,2,0,0,0,0,0,3,ltn,com.tw,2.753434386188785,4925,2744,7669
0,https://www.cultureunplugged.com/documentary/watch-online/festival/gsearch.php,78,24,46,0,1,2,1,0,0,0,6,0,0,0,0,0,3,cultureunplugged,com,3.6368421881310113,8486,644,9131
0,https://www.answers.com/topic/sundog,36,15,13,0,1,2,0,0,0,0,4,0,0,0,0,0,3,answers,com,3.106890595608519,10752,774,11527
0,https://www.vitals.com/doctors/Dr_Glenn_D_Cohen.html,52,14,30,0,1,2,0,0,0,0,4,0,0,0,0,0,3,vitals,com,3.3248629576173565,8129,271,8401
0,https://www.londonparistrain.com/besancon-travel-eurostar-hotels-attractions-nightlife-sightseeing-accommodation.html,117,24,85,0,1,2,7,0,0,0,3,0,0,0,0,0,3,londonparistrain,com,3.6572682296173893,5741,102,5844
0,https://www.bravewords.com/news/171912,38,18,12,0,1,2,0,0,0,0,4,0,6,0,0,0,3,bravewords,com,3.3921472236645345,9538,2149,11687
0,https://www.angelfire.com/pa3/lorraine/index.html,49,17,24,0,1,2,0,0,0,0,5,0,1,0,0,0,3,angelfire,com,3.572469458770135,9874,351,10226
0,https://www.newjerseycarpetcleaning.net/,40,31,1,0,1,2,0,0,0,0,3,0,0,0,0,0,3,newjerseycarpetcleaning,net,3.6151713102472964,121,243,365
0,https://www.en.wikipedia.org/wiki/Berlin,40,20,12,0,1,3,0,0,0,0,4,0,0,0,0,0,6,wikipedia,org,3.3464393446710154,9053,77,9131
0,https://www.youtube.com/watch?v=hrVl6pq1gNE,43,15,6,13,1,2,0,0,1,1,3,0,2,0,0,0,3,youtube,com,3.1898980954642875,7559,110,7670
0,https://www.rhodeisland.divorcerecords.me/,42,33,1,0,1,3,0,0,0,0,3,0,0,0,0,0,15,divorcerecords,me,3.7030407100708653,6078,130,6209
0,https://www.startrek.com/database_article/shatner,49,16,25,0,1,2,0,0,0,0,4,0,0,0,0,0,3,startrek,com,3.327819531114783,11200,123,11324
0,https://www.legal-dictionary.thefreedictionary.com/Succession,61,42,11,0,1,3,1,0,0,0,3,0,0,0,0,1,20,thefreedictionary,com,4.028407600989611,8179,3143,11323
0,https://www.readinggroupguides.com/guides3/jesus_land1.asp,58,26,24,0,1,2,0,0,0,0,4,0,2,0,0,0,3,readinggroupguides,com,3.7962176025900565,9464,32,9497
0,https://www.mni.mcgill.ca/about/advisory/,41,17,16,0,1,3,0,0,0,0,5,0,0,0,0,0,7,mcgill,ca,3.057476076289931,9147,441,9588
0,https://www.people.eku.edu/ritchisong/birdnests.html,52,18,26,0,1,3,0,0,0,0,4,0,0,0,0,0,10,eku,edu,2.974937501201927,11907,1007,12915
0,https://www.movies.tvguide.com/gosford-park/135545,50,22,20,0,1,3,1,0,0,0,4,0,6,0,0,0,10,tvguide,com,3.572623663895164,11283,403,11687
0,https://www.facebook.com/paul.levota,36,16,12,0,1,2,0,0,0,0,3,0,0,0,0,0,3,facebook,com,3.1556390622295662,10439,3075,13514
0,https://www.photos.lucywho.com/bill-hicks-photos-t4326.html,59,22,29,0,1,3,3,0,0,0,3,0,4,0,0,0,10,lucywho,com,3.334209459448049,6452,122,6575
0,https://www.teendaily.net/?s=Kellan+Lutz,40,17,1,13,1,2,0,0,1,1,3,0,0,0,0,0,3,teendaily,net,3.1751231351134606,6118,90,6209
0,https://www.spoke.com/info/p1yJPuy/JonathanMchugh,49,13,28,0,1,2,0,0,0,0,5,0,1,0,0,0,3,spoke,com,3.0269868333592873,10549,771,11321
0,https://www.servinghistory.com/topics/List_of_Alpha_Omicron_Pi_chapters::sub::Collegiate_Chapters,97,22,67,0,1,2,0,0,0,0,4,0,0,0,0,0,3,servinghistory,com,3.788754913993503,6306,267,6574
0,https://www.timetemperature.com/tzus/pacific_time_zone.shtml,60,23,29,0,1,2,0,0,0,0,4,0,0,0,0,0,3,timetemperature,com,3.3816201079487342,9476,2942,12419
0,https://www.newsgroups.derkeiler.com/Archive/Rec/rec.music.makers.guitar.jazz/2006-07/msg00212.html,99,28,63,0,1,3,1,0,0,0,7,0,11,0,0,0,14,derkeiler,com,3.753434386188785,8265,135,8400
0,https://www.local.pcboomradio.com/,34,25,1,0,1,3,0,0,0,0,3,0,0,0,0,0,9,pcboomradio,com,3.3688840705376357,2036,154,2191
0,https://www.absoluteastronomy.com/topics/Garret_Hobart,54,25,21,0,1,2,0,0,0,0,4,0,0,0,0,0,3,absoluteastronomy,com,3.733660689688186,9175,320,9496
0,https://www.cirquefascination.com/?p=519,40,25,1,5,1,2,0,0,1,1,3,0,3,0,0,0,3,cirquefascination,com,3.7532696895151085,7534,135,7669
0,https://www.healthgrades.com/physician/dr-peter-van-hoy-yghdj/,62,20,34,0,1,2,4,0,0,0,5,0,0,0,0,0,3,healthgrades,com,3.684183719779189,9716,145,9861
0,https://www.lat-long.com/Latitude-Longitude-1661722-California-Alameda_City_Hall.html,85,16,61,0,1,2,5,0,0,0,3,0,7,0,0,0,3,lat-long,com,3.327819531114783,7601,68,7670
0,https://www.yourbittorrent.com/?q=aldo-nova-discography,55,22,1,23,1,2,2,0,1,1,3,0,0,0,0,0,3,yourbittorrent,com,3.5039975273348483,7307,362,7670
0,https://www.aboutaball.co.uk/world-club-directory/oceania-football/new-zealand-football,87,20,59,0,1,3,5,0,0,0,5,0,0,0,0,0,3,aboutaball,co.uk,3.208694969562842,8425,340,8766
0,https://www.filecrop.com/jean-noel-rene-clair.html,50,16,26,0,1,2,3,0,0,0,3,0,0,0,0,0,3,filecrop,com,3.327819531114783,2917,369,3287
0,https://www.facebook.com/people/Elliot-Rosado/100000947034860,61,16,37,0,1,2,1,0,0,0,5,0,15,0,0,0,3,facebook,com,3.1556390622295662,10439,3075,13514
0,https://www.openlibrary.org/ia/truestoriesofnew00bake,53,19,26,0,1,2,0,0,0,0,4,0,2,0,0,0,3,openlibrary,org,3.5368867237421675,8890,605,9496
0,https://www.linksandlaw.com/decisions-16.htm,44,19,17,0,1,2,1,0,0,0,3,0,2,0,0,0,3,linksandlaw,com,3.4058222502856905,8485,280,8766
0,https://www.robotbooks.com/robot-insects.htm,44,18,18,0,1,2,1,0,0,0,3,0,0,0,0,0,3,robotbooks,com,3.03856233607563,10027,198,10226
0,https://www.images.mitrasites.com/sophia-crawford.html,54,25,21,0,1,3,1,0,0,0,3,0,0,0,0,0,10,mitrasites,com,3.4528786893420307,1958,232,2191
0,https://www.en.wikipedia.org/wiki/List_of_the_100_largest_cities_and_towns_in_Canada_by_area,92,20,64,0,1,3,0,0,0,0,4,0,3,0,0,0,6,wikipedia,org,3.3464393446710154,9053,77,9131
0,https://www.mylife.com/c-313449932,34,14,12,0,1,2,1,0,0,0,3,0,9,0,0,0,3,mylife,com,3.1820058147602133,10415,542,10958
0,https://www.alibaba.com/showroom/iron-ore.html,46,15,23,0,1,2,1,0,0,0,4,0,0,0,0,0,3,alibaba,com,3.0062389286533895,9692,1668,11361
0,https://www.pbs.org/wnet/broadway/stars/loesser_f.html,54,11,35,0,1,2,0,0,0,0,6,0,0,0,0,0,3,pbs,org,2.8453509366224368,11149,174,11324
0,https://www.filmbug.com/db/343171,33,15,10,0,1,2,0,0,0,0,4,0,6,0,0,0,3,filmbug,com,3.323231428797621,9462,34,9497
0,https://www.en.wikipedia.org/wiki/Fred_Kohler_(author),54,20,26,0,1,3,0,0,0,0,4,0,0,0,0,0,6,wikipedia,org,3.3464393446710154,9053,77,9131
0,https://www.kat-tunsclub.blogspot.com/,38,29,1,0,1,3,1,0,0,0,3,0,0,0,0,0,16,blogspot,com,3.857306856898128,9218,277,9496
0,https://www.forward.com/articles/145376/,40,15,17,0,1,2,0,0,0,0,5,0,6,0,0,0,3,forward,com,2.9735572622751856,11430,1352,12783
0,https://www.roccotube.com/Aria-Noir.html,40,17,15,0,1,2,1,0,0,0,3,0,0,0,0,0,3,roccotube,com,3.1307179879273743,5894,314,6209
0,https://www.bobmorinphotography.com/,36,27,1,0,1,2,0,0,0,0,3,0,0,0,0,0,3,bobmorinphotography,com,3.704349428956051,6601,338,6940
0,https://www.pw.org/content/nellie_wong_1,40,10,22,0,1,2,0,0,0,0,4,0,1,0,0,0,3,pw,org,2.321928094887362,10795,162,10957
0,https://www.ebay.com/sch/?_nkw=DALLAS%20LARRY%20HAGMAN%20JR%20STEVE%20KANALY%20Ray%201981%20ISRAEL,98,12,5,72,1,2,0,0,1,1,4,0,20,0,0,0,3,ebay,com,3.0220552088742005,11042,3201,14244
0,https://www.psych.upenn.edu/,28,19,1,0,1,3,0,0,0,0,3,0,0,0,0,0,9,upenn,edu,3.326360407952694,14392,641,15034
0,https://www.videosurf.com/cam-clarke-28672,42,17,17,0,1,2,2,0,0,0,3,0,5,0,0,0,3,videosurf,com,3.572469458770135,1189,271,1461
0,https://www.en.wikipedia.org/wiki/Montr%C3%A9al_(region),56,20,28,0,1,3,0,0,0,0,4,0,2,0,0,0,6,wikipedia,org,3.3464393446710154,9053,77,9131
0,https://www.en.wikipedia.org/wiki/CISM-FM,41,20,13,0,1,3,1,0,0,0,4,0,0,0,0,0,6,wikipedia,org,3.3464393446710154,9053,77,9131
0,https://www.uk.ask.com/wiki/Bird_of_prey,40,14,18,0,1,3,0,0,0,0,4,0,0,0,0,0,6,ask,com,2.9852281360342516,9869,356,10226
0,https://www.articles.latimes.com/1990-09-19/sports/sp-611_1_kansas-city,71,24,39,0,1,3,4,0,0,0,5,0,12,0,0,0,12,latimes,com,3.5220552088742005,12738,44,12783
0,https://www.ourbis.ca/827351-francois-et-lise-methot-inc-saint-nicolas,70,13,49,0,1,2,7,0,0,0,3,0,6,0,0,0,3,ourbis,ca,3.180832987205441,6857,81,6939
0,https://www.youtube.com/watch?v=BwlZL8FjMJY,43,15,6,13,1,2,0,0,1,1,3,0,1,0,0,0,3,youtube,com,3.1898980954642875,7559,110,7670
0,https://www.youtube.com/watch?v=njlyJnEVxM8,43,15,6,13,1,2,0,0,1,1,3,0,1,0,0,0,3,youtube,com,3.1898980954642875,7559,110,7670
0,https://www.wordfest09.wordpress.com/,37,28,1,0,1,3,0,0,0,0,3,0,2,0,0,0,14,wordpress,com,3.57059811909008,9369,2683,12053
0,https://www.mahalo.com/maurice-jones-drew/,42,14,20,0,1,2,2,0,0,0,4,0,0,0,0,0,3,mahalo,com,2.8962915290459277,11206,114,11320
0,https://www.airports-worldwide.com/japan.php,44,26,10,0,1,2,1,0,0,0,3,0,0,0,0,0,3,airports-worldwide,com,3.657385276650179,7837,2023,9861
0,https://www.en.wikipedia.org/wiki/Missouri_Tigers_football_under_Gary_Pinkel,76,20,48,0,1,3,0,0,0,0,4,0,0,0,0,0,6,wikipedia,org,3.3464393446710154,9053,77,9131
0,https://www.hotflick.net/celebs/leland_l._jones.html,52,16,28,0,1,2,0,0,0,0,4,0,0,0,0,0,3,hotflick,net,3.452819531114783,7556,113,7670
0,https://www.towerofpower.com/,29,20,1,0,1,2,0,0,0,0,3,0,0,0,0,0,3,towerofpower,com,3.041446071165522,9359,136,9495
0,https://www.fam.eastmill.com/f221.htm,37,20,9,0,1,3,0,0,0,0,3,0,3,0,0,0,7,eastmill,com,3.408694969562842,9717,144,9861
0,https://www.digparty.com/wiki/Am_Sklavenmarkt,45,16,21,0,1,2,0,0,0,0,4,0,0,0,0,0,3,digparty,com,3.577819531114783,1223,237,1461
0,https://www.wn.com/Saulo_Rodrigues_dos_Santos,45,10,27,0,1,2,0,0,0,0,3,0,0,0,0,0,3,wn,com,2.321928094887362,11176,3069,14245
0,https://www.en.wikipedia.org/wiki/Josh_Shapiro,46,20,18,0,1,3,0,0,0,0,4,0,0,0,0,0,6,wikipedia,org,3.3464393446710154,9053,77,9131
0,https://www.kansascity.com/2011/05/10/2865371/sporting-kc-sign-former-rockhurst.html,84,18,58,0,1,2,4,0,0,0,7,0,15,0,0,0,3,kansascity,com,3.4613201402110083,10838,485,11324
0,https://www.nws.noaa.gov/com/presentations/hayes.htm,52,16,28,0,1,3,0,0,0,0,5,0,0,0,0,0,7,noaa,gov,2.827819531114783,10252,280,10533
